요양기관명,총 의사 수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수
정 의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정 정신건강의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정&정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가는의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정가정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정건연세정신과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정경원산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정경화정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정관늘편한내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정관마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정관바른내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정관서울튼튼마취통증의학과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
정관아산내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정관은혜의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정관정형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정관제일의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정관현대의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정광설정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정광용정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정광훈정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정구일정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정규덕비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정규진안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정기문내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정기수내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정기태정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정길양이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정남의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정남진정형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정내과영상의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
정내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
정내과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정다운가정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운메디컬의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운신경과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정다운정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정담내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정담외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정담이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정담정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정담피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정대수맑은신경과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정대진비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정대철정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정덕영비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정덕영안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정덕용의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정도정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정동국내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정동균내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정동엽내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정동욱이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정동호소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정드림메디컬의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
정든내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정든의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정든이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정릉바로척의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정릉성모내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정릉성모외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정릉손정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정릉아산내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정릉이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정릉재활의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정릉제일정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정림내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정림이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정맹환정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정명균이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정명근외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정명섭소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정명희소아청소년과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정무달외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정무철정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정문관내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정문호내과 의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정문호소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정미성소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정민구소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정민내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정민내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정민섭산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정민이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정민정형외과의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
정민호샤인의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정발산튼튼척의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
정배연공감동의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정범조이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정병기내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정병오내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정병주성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정병천내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정병현정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정병훈성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정보원안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정복기내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정봉기내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정부과천청사부속의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정부권소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정부대전청사부속의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정부서울청사부속의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정부세종청사 중앙동 부속의원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
정부순의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨기과의원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정비뇨의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정산의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정상기안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정상득이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정상원내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정상재비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정샘소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정석마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정석성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정석이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정석진의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정석현마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정선문내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정선연세외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정선영산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정선주정신과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성산부인과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
정성영비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성원신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성일산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성일의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정성정형외과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
정성채내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성철정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성플러스의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성학 마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성훈성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정성훈정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정세일비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정세주내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정세진마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소아청소년과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정소영산부인과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정속편안내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정수광비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정수암소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정수우성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정수화피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정슬기신경과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정승기정형외과의원,3,2,0,0,1,0,0,0,0,0,0,0,0,0
정승문내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정승문성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정승진내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정승화내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정승화비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정시전내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정안과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
정안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정안과의원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
정안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정안산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정애경미즈유의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정애란가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정앤김이비인후과의원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
정앤남의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정앤남정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정앤장내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정앤정내과소아청소년과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정앤정메디컬의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정앤최정형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정양호내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정언내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정언섭맥의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정연무내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정연정산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정연주산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정연채내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정연합제통외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정영기내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정영락의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정영수소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정영주안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정영철피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정영태안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정영호내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정영희산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정온정형외과 의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정왕매일의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정왕신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정왕연세소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정요한연합속내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정용근내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정용학내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정우산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정우석정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정우성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정우식내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정우식소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정우연합외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정우영소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정우영정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정우정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정우창성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정웅교비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정웅기성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정원마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정원의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정원의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정원정신건강의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정원정형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정원진성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정원택내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정유리정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정유성류마내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정유조의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정윤정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정은정피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정은주산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정을식내과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
정읍 항도외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정읍교도소부속의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정읍바른재활의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정읍속편한내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정읍안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정읍이비인후과의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
정읍호반정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
정의태내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정의택마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정의흠외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이가는내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
정이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
